ssp,scenario,region_gea,eneff,fuel_heat,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
SSP1,nsp,MEA,s51_std,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,MEA,s51_std,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,MEA,s51_std,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,MEA,s51_std,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,MEA,s52_low,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,MEA,s52_low,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,MEA,s52_low,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,MEA,s52_low,gas,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
SSP1,nsp,MEA,s52_low,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,NAM,s51_std,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,NAM,s51_std,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,NAM,s51_std,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,NAM,s51_std,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,NAM,s51_std,oil,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
SSP1,nsp,NAM,s52_low,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,NAM,s52_low,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,NAM,s52_low,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,NAM,s52_low,gas,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
SSP1,nsp,NAM,s52_low,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAO,s51_std,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAO,s51_std,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAO,s51_std,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,PAO,s51_std,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,PAO,s51_std,oil,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
SSP1,nsp,PAO,s52_low,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAO,s52_low,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAO,s52_low,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,PAO,s52_low,gas,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
SSP1,nsp,PAO,s52_low,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAS,s51_std,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAS,s51_std,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAS,s51_std,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,PAS,s51_std,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,PAS,s51_std,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAS,s52_low,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAS,s52_low,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,PAS,s52_low,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,PAS,s52_low,gas,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
SSP1,nsp,PAS,s52_low,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,SAS,s51_std,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,SAS,s51_std,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,SAS,s51_std,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,SAS,s51_std,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,SAS,s51_std,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,SAS,s52_low,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,SAS,s52_low,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,SAS,s52_low,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,SAS,s52_low,gas,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
SSP1,nsp,SAS,s52_low,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,WEU,s51_std,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,WEU,s51_std,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,WEU,s51_std,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,WEU,s51_std,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,WEU,s51_std,oil,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
SSP1,nsp,WEU,s52_low,biomass_solid,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,WEU,s52_low,coal,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
SSP1,nsp,WEU,s52_low,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSP1,nsp,WEU,s52_low,gas,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
SSP1,nsp,WEU,s52_low,oil,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
