region_gea,eneff,year,value
FSU,s52_low,2075,500
FSU,s52_low,2080,500
FSU,s52_low,2085,500
FSU,s52_low,2090,500
FSU,s52_low,2095,500
FSU,s52_low,2100,500
LAC,s51_std,2020,0
LAC,s51_std,2025,0
LAC,s51_std,2030,99999
LAC,s51_std,2035,99999
LAC,s51_std,2040,99999
LAC,s51_std,2045,99999
LAC,s51_std,2050,99999
LAC,s51_std,2055,99999
LAC,s51_std,2060,99999
LAC,s51_std,2065,99999
LAC,s51_std,2070,99999
LAC,s51_std,2075,99999
LAC,s51_std,2080,99999
LAC,s51_std,2085,99999
LAC,s51_std,2090,99999
LAC,s51_std,2095,99999
LAC,s51_std,2100,99999
LAC,s52_low,2020,3000
LAC,s52_low,2025,1750
LAC,s52_low,2030,500
LAC,s52_low,2035,500
LAC,s52_low,2040,500
LAC,s52_low,2045,500
LAC,s52_low,2050,500
LAC,s52_low,2055,500
LAC,s52_low,2060,500
LAC,s52_low,2065,500
LAC,s52_low,2070,500
LAC,s52_low,2075,500
LAC,s52_low,2080,500
LAC,s52_low,2085,500
LAC,s52_low,2090,500
LAC,s52_low,2095,500
LAC,s52_low,2100,500
MEA,s51_std,2020,0
MEA,s51_std,2025,0
MEA,s51_std,2030,99999
MEA,s51_std,2035,99999
MEA,s51_std,2040,99999
MEA,s51_std,2045,99999
MEA,s51_std,2050,99999
MEA,s51_std,2055,99999
MEA,s51_std,2060,99999
MEA,s51_std,2065,99999
MEA,s51_std,2070,99999
MEA,s51_std,2075,99999
MEA,s51_std,2080,99999
MEA,s51_std,2085,99999
MEA,s51_std,2090,99999
MEA,s51_std,2095,99999
MEA,s51_std,2100,99999
MEA,s52_low,2020,3000
MEA,s52_low,2025,1750
MEA,s52_low,2030,500
MEA,s52_low,2035,500
MEA,s52_low,2040,500
MEA,s52_low,2045,500
MEA,s52_low,2050,500
MEA,s52_low,2055,500
MEA,s52_low,2060,500
MEA,s52_low,2065,500
MEA,s52_low,2070,500
MEA,s52_low,2075,500
MEA,s52_low,2080,500
MEA,s52_low,2085,500
MEA,s52_low,2090,500
MEA,s52_low,2095,500
MEA,s52_low,2100,500
"NAM",s51_std,2020,0
"NAM",s51_std,2025,0
"NAM",s51_std,2030,99999
"NAM",s51_std,2035,99999
"NAM",s51_std,2040,99999
"NAM",s51_std,2045,99999
"NAM",s51_std,2050,99999
"NAM",s51_std,2055,99999
"NAM",s51_std,2060,99999
"NAM",s51_std,2065,99999
"NAM",s51_std,2070,99999
"NAM",s51_std,2075,99999
"NAM",s51_std,2080,99999
"NAM",s51_std,2085,99999
"NAM",s51_std,2090,99999
"NAM",s51_std,2095,99999
"NAM",s51_std,2100,99999
"NAM",s52_low,2020,3000
"NAM",s52_low,2025,1750
"NAM",s52_low,2030,500
"NAM",s52_low,2035,500
"NAM",s52_low,2040,500
"NAM",s52_low,2045,500
"NAM",s52_low,2050,500
"NAM",s52_low,2055,500
"NAM",s52_low,2060,500
"NAM",s52_low,2065,500
"NAM",s52_low,2070,500
"NAM",s52_low,2075,500
"NAM",s52_low,2080,500
"NAM",s52_low,2085,500
"NAM",s52_low,2090,500
"NAM",s52_low,2095,500
"NAM",s52_low,2100,500
PAO,s51_std,2020,0
PAO,s51_std,2025,0
PAO,s51_std,2030,99999
PAO,s51_std,2035,99999
PAO,s51_std,2040,99999
PAO,s51_std,2045,99999
PAO,s51_std,2050,99999
PAO,s51_std,2055,99999
PAO,s51_std,2060,99999
PAO,s51_std,2065,99999
PAO,s51_std,2070,99999
PAO,s51_std,2075,99999
PAO,s51_std,2080,99999
PAO,s51_std,2085,99999
PAO,s51_std,2090,99999
PAO,s51_std,2095,99999
PAO,s51_std,2100,99999
PAO,s52_low,2020,3000
PAO,s52_low,2025,1750
PAO,s52_low,2030,500
PAO,s52_low,2035,500
PAO,s52_low,2040,500
PAO,s52_low,2045,500
PAO,s52_low,2050,500
PAO,s52_low,2055,500
PAO,s52_low,2060,500
PAO,s52_low,2065,500
PAO,s52_low,2070,500
PAO,s52_low,2075,500
PAO,s52_low,2080,500
PAO,s52_low,2085,500
PAO,s52_low,2090,500
PAO,s52_low,2095,500
PAO,s52_low,2100,500
PAS,s51_std,2020,0
PAS,s51_std,2025,0
PAS,s51_std,2030,99999
PAS,s51_std,2035,99999
PAS,s51_std,2040,99999
PAS,s51_std,2045,99999
PAS,s51_std,2050,99999
PAS,s51_std,2055,99999
PAS,s51_std,2060,99999
PAS,s51_std,2065,99999
PAS,s51_std,2070,99999
PAS,s51_std,2075,99999
PAS,s51_std,2080,99999
PAS,s51_std,2085,99999
PAS,s51_std,2090,99999
PAS,s51_std,2095,99999
PAS,s51_std,2100,99999
PAS,s52_low,2020,3000
PAS,s52_low,2025,1750
PAS,s52_low,2030,500
PAS,s52_low,2035,500
PAS,s52_low,2040,500
PAS,s52_low,2045,500
PAS,s52_low,2050,500
PAS,s52_low,2055,500
PAS,s52_low,2060,500
PAS,s52_low,2065,500
PAS,s52_low,2070,500
PAS,s52_low,2075,500
PAS,s52_low,2080,500
PAS,s52_low,2085,500
PAS,s52_low,2090,500
PAS,s52_low,2095,500
PAS,s52_low,2100,500
SAS,s51_std,2020,0
SAS,s51_std,2025,0
SAS,s51_std,2030,99999
SAS,s51_std,2035,99999
SAS,s51_std,2040,99999
SAS,s51_std,2045,99999
SAS,s51_std,2050,99999
SAS,s51_std,2055,99999
SAS,s51_std,2060,99999
SAS,s51_std,2065,99999
SAS,s51_std,2070,99999
SAS,s51_std,2075,99999
SAS,s51_std,2080,99999
SAS,s51_std,2085,99999
SAS,s51_std,2090,99999
SAS,s51_std,2095,99999
SAS,s51_std,2100,99999
SAS,s52_low,2020,3000
SAS,s52_low,2025,1750
SAS,s52_low,2030,500
SAS,s52_low,2035,500
SAS,s52_low,2040,500
SAS,s52_low,2045,500
SAS,s52_low,2050,500
SAS,s52_low,2055,500
SAS,s52_low,2060,500
SAS,s52_low,2065,500
SAS,s52_low,2070,500
SAS,s52_low,2075,500
SAS,s52_low,2080,500
SAS,s52_low,2085,500
SAS,s52_low,2090,500
SAS,s52_low,2095,500
SAS,s52_low,2100,500
WEU,s51_std,2020,1000000
WEU,s51_std,2025,1000000
WEU,s51_std,2030,99999
WEU,s51_std,2035,99999
WEU,s51_std,2040,99999
WEU,s51_std,2045,99999
WEU,s51_std,2050,99999
WEU,s51_std,2055,99999
WEU,s51_std,2060,99999
WEU,s51_std,2065,99999
WEU,s51_std,2070,99999
WEU,s51_std,2075,99999
WEU,s51_std,2080,99999
WEU,s51_std,2085,99999
WEU,s51_std,2090,99999
WEU,s51_std,2095,99999
WEU,s51_std,2100,99999
WEU,s52_low,2020,0
WEU,s52_low,2025,0
WEU,s52_low,2030,0
WEU,s52_low,2035,0
WEU,s52_low,2040,0
WEU,s52_low,2045,0
WEU,s52_low,2050,0
WEU,s52_low,2055,0
WEU,s52_low,2060,0
WEU,s52_low,2065,0
WEU,s52_low,2070,0
WEU,s52_low,2075,0
WEU,s52_low,2080,0
WEU,s52_low,2085,0
WEU,s52_low,2090,0
WEU,s52_low,2095,0
WEU,s52_low,2100,0
