region,yrs_prod,type,material_type,material_intensity
C-WEU-DNK,2025,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-DNK,2025,WASH_MACH,other_plastics,5069.2
C-WEU-DNK,2025,WASH_MACH,polypropylene,3521.76
C-WEU-DNK,2025,WASH_MACH,bio-based_polypropylene,0
C-WEU-DNK,2025,WASH_MACH,steel,26840.08
C-WEU-DNK,2030,WASH_MACH,aluminium,1814.24
C-WEU-DNK,2030,WASH_MACH,copper,1013.84
C-WEU-DNK,2030,WASH_MACH,glass,1067.2
C-WEU-DNK,2030,WASH_MACH,other_materials,13179.92
C-WEU-DNK,2030,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-DNK,2030,WASH_MACH,other_plastics,5069.2
C-WEU-DNK,2030,WASH_MACH,polypropylene,3521.76
C-WEU-DNK,2030,WASH_MACH,bio-based_polypropylene,0
C-WEU-DNK,2030,WASH_MACH,steel,26840.08
C-WEU-DNK,2035,WASH_MACH,aluminium,1814.24
C-WEU-DNK,2035,WASH_MACH,copper,1013.84
C-WEU-DNK,2035,WASH_MACH,glass,1067.2
C-WEU-DNK,2035,WASH_MACH,other_materials,13179.92
C-WEU-DNK,2035,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-DNK,2035,WASH_MACH,other_plastics,5069.2
C-WEU-DNK,2035,WASH_MACH,polypropylene,3521.76
C-WEU-DNK,2035,WASH_MACH,bio-based_polypropylene,0
C-WEU-DNK,2035,WASH_MACH,steel,26840.08
C-WEU-DNK,2040,WASH_MACH,aluminium,1814.24
C-WEU-DNK,2040,WASH_MACH,copper,1013.84
C-WEU-DNK,2040,WASH_MACH,glass,1067.2
C-WEU-DNK,2040,WASH_MACH,other_materials,13179.92
C-WEU-DNK,2040,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-DNK,2040,WASH_MACH,other_plastics,5069.2
C-WEU-DNK,2040,WASH_MACH,polypropylene,3521.76
C-WEU-DNK,2040,WASH_MACH,bio-based_polypropylene,0
C-WEU-DNK,2040,WASH_MACH,steel,26840.08
C-WEU-DNK,2045,WASH_MACH,aluminium,1814.24
C-WEU-DNK,2045,WASH_MACH,copper,1013.84
C-WEU-DNK,2045,WASH_MACH,glass,1067.2
C-WEU-DNK,2045,WASH_MACH,other_materials,13179.92
C-WEU-DNK,2045,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-DNK,2045,WASH_MACH,other_plastics,5069.2
C-WEU-DNK,2045,WASH_MACH,polypropylene,3521.76
C-WEU-DNK,2045,WASH_MACH,bio-based_polypropylene,0
C-WEU-DNK,2045,WASH_MACH,steel,26840.08
C-WEU-DNK,2050,WASH_MACH,aluminium,1814.24
C-WEU-DNK,2050,WASH_MACH,copper,1013.84
C-WEU-DNK,2050,WASH_MACH,glass,1067.2
C-WEU-DNK,2050,WASH_MACH,other_materials,13179.92
C-WEU-DNK,2050,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-DNK,2050,WASH_MACH,other_plastics,5069.2
C-WEU-DNK,2050,WASH_MACH,polypropylene,3521.76
C-WEU-DNK,2050,WASH_MACH,bio-based_polypropylene,0
C-WEU-DNK,2050,WASH_MACH,steel,26840.08
C-WEU-DNK,2005,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2005,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2005,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2005,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2005,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2005,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2005,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2005,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2005,WASH_MACH_COM,steel,160064
C-WEU-DNK,2010,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2010,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2010,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2010,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2010,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2010,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2010,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2010,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2010,WASH_MACH_COM,steel,160064
C-WEU-DNK,2015,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2015,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2015,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2015,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2015,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2015,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2015,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2015,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2015,WASH_MACH_COM,steel,160064
C-WEU-DNK,2020,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2020,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2020,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2020,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2020,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2020,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2020,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2020,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2020,WASH_MACH_COM,steel,160064
C-WEU-DNK,2025,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2025,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2025,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2025,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2025,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2025,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2025,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2025,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2025,WASH_MACH_COM,steel,160064
C-WEU-DNK,2030,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2030,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2030,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2030,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2030,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2030,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2030,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2030,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2030,WASH_MACH_COM,steel,160064
C-WEU-DNK,2035,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2035,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2035,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2035,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2035,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2035,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2035,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2035,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2035,WASH_MACH_COM,steel,160064
C-WEU-DNK,2040,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2040,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2040,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2040,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2040,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2040,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2040,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2040,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2040,WASH_MACH_COM,steel,160064
C-WEU-DNK,2045,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2045,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2045,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2045,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2045,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2045,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2045,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2045,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2045,WASH_MACH_COM,steel,160064
C-WEU-DNK,2050,WASH_MACH_COM,aluminium,23616
C-WEU-DNK,2050,WASH_MACH_COM,copper,9971.2
C-WEU-DNK,2050,WASH_MACH_COM,glass,3411.2
C-WEU-DNK,2050,WASH_MACH_COM,other_materials,53555.84
C-WEU-DNK,2050,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-DNK,2050,WASH_MACH_COM,other_plastics,6297.6
C-WEU-DNK,2050,WASH_MACH_COM,polypropylene,4408.32
C-WEU-DNK,2050,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-DNK,2050,WASH_MACH_COM,steel,160064
C-WEU-ESP,2005,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2005,WASH_MACH,copper,1013.84
C-WEU-ESP,2005,WASH_MACH,glass,1067.2
C-WEU-ESP,2005,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2005,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2005,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2005,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2005,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2005,WASH_MACH,steel,26840.08
C-WEU-ESP,2010,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2010,WASH_MACH,copper,1013.84
C-WEU-ESP,2010,WASH_MACH,glass,1067.2
C-WEU-ESP,2010,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2010,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2010,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2010,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2010,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2010,WASH_MACH,steel,26840.08
C-WEU-ESP,2015,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2015,WASH_MACH,copper,1013.84
C-WEU-ESP,2015,WASH_MACH,glass,1067.2
C-WEU-ESP,2015,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2015,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2015,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2015,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2015,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2015,WASH_MACH,steel,26840.08
C-WEU-ESP,2020,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2020,WASH_MACH,copper,1013.84
C-WEU-ESP,2020,WASH_MACH,glass,1067.2
C-WEU-ESP,2020,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2020,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2020,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2020,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2020,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2020,WASH_MACH,steel,26840.08
C-WEU-ESP,2025,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2025,WASH_MACH,copper,1013.84
C-WEU-ESP,2025,WASH_MACH,glass,1067.2
C-WEU-ESP,2025,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2025,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2025,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2025,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2025,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2025,WASH_MACH,steel,26840.08
C-WEU-ESP,2030,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2030,WASH_MACH,copper,1013.84
C-WEU-ESP,2030,WASH_MACH,glass,1067.2
C-WEU-ESP,2030,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2030,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2030,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2030,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2030,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2030,WASH_MACH,steel,26840.08
C-WEU-ESP,2035,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2035,WASH_MACH,copper,1013.84
C-WEU-ESP,2035,WASH_MACH,glass,1067.2
C-WEU-ESP,2035,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2035,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2035,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2035,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2035,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2035,WASH_MACH,steel,26840.08
C-WEU-ESP,2040,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2040,WASH_MACH,copper,1013.84
C-WEU-ESP,2040,WASH_MACH,glass,1067.2
C-WEU-ESP,2040,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2040,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2040,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2040,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2040,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2040,WASH_MACH,steel,26840.08
C-WEU-ESP,2045,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2045,WASH_MACH,copper,1013.84
C-WEU-ESP,2045,WASH_MACH,glass,1067.2
C-WEU-ESP,2045,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2045,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2045,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2045,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2045,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2045,WASH_MACH,steel,26840.08
C-WEU-ESP,2050,WASH_MACH,aluminium,1814.24
C-WEU-ESP,2050,WASH_MACH,copper,1013.84
C-WEU-ESP,2050,WASH_MACH,glass,1067.2
C-WEU-ESP,2050,WASH_MACH,other_materials,13179.92
C-WEU-ESP,2050,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-ESP,2050,WASH_MACH,other_plastics,5069.2
C-WEU-ESP,2050,WASH_MACH,polypropylene,3521.76
C-WEU-ESP,2050,WASH_MACH,bio-based_polypropylene,0
C-WEU-ESP,2050,WASH_MACH,steel,26840.08
C-WEU-ESP,2005,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2005,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2005,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2005,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2005,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2005,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2005,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2005,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2005,WASH_MACH_COM,steel,160064
C-WEU-ESP,2010,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2010,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2010,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2010,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2010,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2010,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2010,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2010,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2010,WASH_MACH_COM,steel,160064
C-WEU-ESP,2015,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2015,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2015,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2015,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2015,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2015,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2015,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2015,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2015,WASH_MACH_COM,steel,160064
C-WEU-ESP,2020,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2020,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2020,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2020,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2020,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2020,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2020,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2020,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2020,WASH_MACH_COM,steel,160064
C-WEU-ESP,2025,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2025,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2025,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2025,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2025,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2025,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2025,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2025,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2025,WASH_MACH_COM,steel,160064
C-WEU-ESP,2030,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2030,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2030,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2030,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2030,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2030,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2030,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2030,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2030,WASH_MACH_COM,steel,160064
C-WEU-ESP,2035,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2035,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2035,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2035,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2035,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2035,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2035,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2035,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2035,WASH_MACH_COM,steel,160064
C-WEU-ESP,2040,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2040,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2040,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2040,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2040,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2040,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2040,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2040,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2040,WASH_MACH_COM,steel,160064
C-WEU-ESP,2045,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2045,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2045,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2045,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2045,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2045,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2045,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2045,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2045,WASH_MACH_COM,steel,160064
C-WEU-ESP,2050,WASH_MACH_COM,aluminium,23616
C-WEU-ESP,2050,WASH_MACH_COM,copper,9971.2
C-WEU-ESP,2050,WASH_MACH_COM,glass,3411.2
C-WEU-ESP,2050,WASH_MACH_COM,other_materials,53555.84
C-WEU-ESP,2050,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-ESP,2050,WASH_MACH_COM,other_plastics,6297.6
C-WEU-ESP,2050,WASH_MACH_COM,polypropylene,4408.32
C-WEU-ESP,2050,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-ESP,2050,WASH_MACH_COM,steel,160064
C-WEU-FIN,2005,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2005,WASH_MACH,copper,1013.84
C-WEU-FIN,2005,WASH_MACH,glass,1067.2
C-WEU-FIN,2005,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2005,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2005,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2005,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2005,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2005,WASH_MACH,steel,26840.08
C-WEU-FIN,2010,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2010,WASH_MACH,copper,1013.84
C-WEU-FIN,2010,WASH_MACH,glass,1067.2
C-WEU-FIN,2010,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2010,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2010,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2010,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2010,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2010,WASH_MACH,steel,26840.08
C-WEU-FIN,2015,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2015,WASH_MACH,copper,1013.84
C-WEU-FIN,2015,WASH_MACH,glass,1067.2
C-WEU-FIN,2015,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2015,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2015,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2015,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2015,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2015,WASH_MACH,steel,26840.08
C-WEU-FIN,2020,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2020,WASH_MACH,copper,1013.84
C-WEU-FIN,2020,WASH_MACH,glass,1067.2
C-WEU-FIN,2020,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2020,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2020,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2020,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2020,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2020,WASH_MACH,steel,26840.08
C-WEU-FIN,2025,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2025,WASH_MACH,copper,1013.84
C-WEU-FIN,2025,WASH_MACH,glass,1067.2
C-WEU-FIN,2025,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2025,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2025,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2025,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2025,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2025,WASH_MACH,steel,26840.08
C-WEU-FIN,2030,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2030,WASH_MACH,copper,1013.84
C-WEU-FIN,2030,WASH_MACH,glass,1067.2
C-WEU-FIN,2030,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2030,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2030,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2030,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2030,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2030,WASH_MACH,steel,26840.08
C-WEU-FIN,2035,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2035,WASH_MACH,copper,1013.84
C-WEU-FIN,2035,WASH_MACH,glass,1067.2
C-WEU-FIN,2035,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2035,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2035,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2035,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2035,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2035,WASH_MACH,steel,26840.08
C-WEU-FIN,2040,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2040,WASH_MACH,copper,1013.84
C-WEU-FIN,2040,WASH_MACH,glass,1067.2
C-WEU-FIN,2040,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2040,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2040,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2040,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2040,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2040,WASH_MACH,steel,26840.08
C-WEU-FIN,2045,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2045,WASH_MACH,copper,1013.84
C-WEU-FIN,2045,WASH_MACH,glass,1067.2
C-WEU-FIN,2045,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2045,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2045,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2045,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2045,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2045,WASH_MACH,steel,26840.08
C-WEU-FIN,2050,WASH_MACH,aluminium,1814.24
C-WEU-FIN,2050,WASH_MACH,copper,1013.84
C-WEU-FIN,2050,WASH_MACH,glass,1067.2
C-WEU-FIN,2050,WASH_MACH,other_materials,13179.92
C-WEU-FIN,2050,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-WEU-FIN,2050,WASH_MACH,other_plastics,5069.2
C-WEU-FIN,2050,WASH_MACH,polypropylene,3521.76
C-WEU-FIN,2050,WASH_MACH,bio-based_polypropylene,0
C-WEU-FIN,2050,WASH_MACH,steel,26840.08
C-WEU-FIN,2005,WASH_MACH_COM,aluminium,23616
C-WEU-FIN,2005,WASH_MACH_COM,copper,9971.2
C-WEU-FIN,2005,WASH_MACH_COM,glass,3411.2
C-WEU-FIN,2005,WASH_MACH_COM,other_materials,53555.84
C-WEU-FIN,2005,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-WEU-FIN,2005,WASH_MACH_COM,other_plastics,6297.6
C-WEU-FIN,2005,WASH_MACH_COM,polypropylene,4408.32
C-WEU-FIN,2005,WASH_MACH_COM,bio-based_polypropylene,0
C-WEU-FIN,2005,WASH_MACH_COM,steel,160064
